pickup_date,comp_dist_bins,post_treatment_time_dummy,Count
2010-03-06,32.0,0,268
2010-03-06,32.0,1,409
2010-03-06,33.0,1,2
2010-03-07,0.0,0,102
2010-03-07,0.0,1,160
2010-03-07,0.25,0,173
2010-03-07,0.25,1,247
2010-03-07,32.0,0,353
2010-03-07,32.0,1,572
2010-03-07,33.0,1,3
2010-03-10,33.0,0,6
2010-03-22,33.0,0,7
2010-03-07,33.0,0,5
2010-03-04,33.0,1,3
2010-03-16,33.0,0,7
2010-03-01,33.0,0,4
2010-03-03,33.0,1,3
2010-03-03,33.0,0,2
2010-03-06,33.0,0,3
2010-03-09,33.0,0,7
2010-03-04,33.0,0,2
2010-03-02,33.0,0,1
2010-03-01,33.0,1,1
2010-04-01,0.0,0,193
2010-04-01,0.0,1,257
2010-04-01,0.25,0,559
2010-04-01,0.25,1,714
2010-04-01,0.5,0,3797
2010-04-01,0.5,1,4194
2010-04-01,1.0,0,16029
2010-04-01,1.0,1,16425
2010-04-01,2.0,0,25718
2010-04-01,2.0,1,25272
2010-04-01,4.0,0,17237
2010-04-01,4.0,1,15928
2010-04-01,8.0,0,6352
2010-04-01,8.0,1,5711
2010-04-01,16.0,0,3194
2010-04-01,16.0,1,4010
2010-04-01,32.0,0,822
2010-04-01,32.0,1,1616
2010-04-02,0.0,0,189
2010-04-02,0.0,1,280
2010-04-02,0.25,0,508
2010-04-02,0.25,1,620
2010-04-02,0.5,0,3119
2010-04-02,0.5,1,3623
2010-04-02,1.0,0,13840
2010-04-02,1.0,1,15154
2010-04-02,2.0,0,23450
2010-04-02,2.0,1,24937
2010-04-02,4.0,0,16763
2010-04-02,4.0,1,17435
2010-04-02,8.0,0,5765
2010-04-02,8.0,1,5735
2010-04-02,16.0,0,3111
2010-04-02,16.0,1,3491
2010-04-02,32.0,0,895
2010-04-02,32.0,1,1466
2010-04-02,33.0,1,11
2010-04-03,0.0,0,162
2010-04-03,0.0,1,216
2010-04-03,0.25,0,369
2010-04-03,0.25,1,527
2010-04-03,0.5,0,2288
2010-04-03,0.5,1,3055
2010-04-03,1.0,0,10337
2010-04-03,1.0,1,13250
2010-04-03,2.0,0,18907
2010-04-03,2.0,1,24142
2010-04-03,4.0,0,14885
2010-04-03,4.0,1,18532
2010-04-03,8.0,0,5279
2010-04-03,8.0,1,5826
2010-04-03,16.0,0,1923
2010-04-03,16.0,1,1977
2010-04-03,32.0,0,586
2010-04-03,32.0,1,1062
2010-04-04,0.0,0,194
2010-04-04,0.0,1,265
2010-04-04,0.25,0,354
2010-04-04,0.25,1,524
2010-04-04,0.5,0,2231
2010-04-04,0.5,1,2630
2010-04-04,1.0,0,9075
2010-04-04,1.0,1,11488
2010-04-04,2.0,0,15721
2010-04-04,2.0,1,21240
2010-04-04,4.0,0,13023
2010-04-04,4.0,1,17127
2010-04-04,8.0,0,5044
2010-04-04,8.0,1,6102
2010-04-04,16.0,0,2412
2010-04-04,16.0,1,3292
2010-04-04,32.0,0,716
2010-04-04,32.0,1,1534
2010-04-04,33.0,0,5
2010-04-05,0.0,0,220
2010-04-05,0.0,1,260
2010-04-05,0.25,0,463
2010-04-05,0.25,1,579
2010-04-05,0.5,0,3175
2010-04-05,0.5,1,3398
2010-04-05,1.0,0,13591
2010-04-05,1.0,1,13944
2010-04-05,2.0,0,21928
2010-04-05,2.0,1,22042
2010-04-05,4.0,0,14429
2010-04-05,4.0,1,13857
2010-04-05,8.0,0,5571
2010-04-05,8.0,1,4843
2010-04-05,16.0,0,3667
2010-04-05,16.0,1,3536
2010-04-05,32.0,0,955
2010-04-05,32.0,1,1665
2010-04-05,33.0,0,9
2010-04-05,33.0,1,11
2010-04-06,0.0,0,230
2010-04-06,0.0,1,265
2010-04-06,0.25,0,517
2010-04-06,0.25,1,620
2010-04-06,0.5,0,3828
2010-04-06,0.5,1,4205
2010-04-06,1.0,0,15966
2010-04-06,1.0,1,16205
2010-04-06,2.0,0,25385
2010-04-06,2.0,1,24592
2010-04-06,4.0,0,16287
2010-04-06,4.0,1,14949
2010-04-06,8.0,0,5839
2010-04-06,8.0,1,5209
2010-04-06,16.0,0,3232
2010-04-06,16.0,1,3258
2010-04-06,32.0,0,823
2010-04-06,32.0,1,1433
2010-04-07,0.0,0,272
2010-04-07,0.0,1,241
2010-04-07,0.25,0,635
2010-04-07,0.25,1,777
2010-04-07,0.5,0,4050
2010-04-07,0.5,1,4792
2010-04-07,1.0,0,16907
2010-04-07,1.0,1,18119
2010-04-07,2.0,0,26495
2010-04-07,2.0,1,26798
2010-04-07,4.0,0,16735
2010-04-07,4.0,1,15746
2010-04-07,8.0,0,6203
2010-04-07,8.0,1,5504
2010-04-07,16.0,0,3429
2010-04-07,16.0,1,3784
2010-04-07,32.0,0,851
2010-04-07,32.0,1,1432
2010-04-07,33.0,1,10
2010-04-08,0.0,0,242
2010-04-08,0.0,1,301
2010-04-08,0.25,0,597
2010-04-08,0.25,1,690
2010-04-08,0.5,0,4231
2010-04-08,0.5,1,4615
2010-04-08,1.0,0,16983
2010-04-08,1.0,1,17800
2010-04-08,2.0,0,27047
2010-04-08,2.0,1,26885
2010-04-08,4.0,0,17289
2010-04-08,4.0,1,15678
2010-04-08,8.0,0,6346
2010-04-08,8.0,1,5564
2010-04-08,16.0,0,3386
2010-04-08,16.0,1,4094
2010-04-08,32.0,0,815
2010-04-08,32.0,1,1444
2010-04-09,0.0,0,252
2010-04-09,0.0,1,256
2010-04-09,0.25,0,656
2010-04-09,0.25,1,721
2010-04-09,0.5,0,4184
2010-04-09,0.5,1,4564
2010-04-09,1.0,0,17732
2010-04-09,1.0,1,17905
2010-04-09,2.0,0,27834
2010-04-09,2.0,1,27533
2010-04-09,4.0,0,17747
2010-04-09,4.0,1,16918
2010-04-09,8.0,0,6224
2010-04-09,8.0,1,5493
2010-04-09,16.0,0,3290
2010-04-09,16.0,1,4157
2010-04-09,32.0,0,801
2010-04-09,32.0,1,1602
2010-04-09,33.0,0,4
2010-04-10,0.0,0,181
2010-04-10,0.0,1,239
2010-04-10,0.25,0,458
2010-04-10,0.25,1,642
2010-04-10,0.5,0,2970
2010-04-10,0.5,1,3582
2010-04-10,1.0,0,12824
2010-04-10,1.0,1,15109
2010-04-10,2.0,0,21649
2010-04-10,2.0,1,26780
2010-04-10,4.0,0,16360
2010-04-10,4.0,1,19976
2010-04-10,8.0,0,5454
2010-04-10,8.0,1,6284
2010-04-10,16.0,0,2191
2010-04-10,16.0,1,2309
2010-04-10,32.0,0,669
2010-04-10,32.0,1,1182
2010-04-11,0.0,0,193
2010-04-11,0.0,1,281
2010-04-11,0.25,0,326
2010-04-11,0.25,1,540
2010-04-11,0.5,0,2149
2010-04-11,0.5,1,2945
2010-04-11,1.0,0,9328
2010-04-11,1.0,1,13197
2010-04-11,2.0,0,17190
2010-04-11,2.0,1,23931
2010-04-11,4.0,0,13751
2010-04-11,4.0,1,18354
2010-04-11,8.0,0,5429
2010-04-11,8.0,1,6070
2010-04-11,16.0,0,2759
2010-04-11,16.0,1,3791
2010-04-11,32.0,0,735
2010-04-11,32.0,1,1592
2010-04-12,0.0,0,223
2010-04-12,0.0,1,284
2010-04-12,0.25,0,551
2010-04-12,0.25,1,588
2010-04-12,0.5,0,3416
2010-04-12,0.5,1,3895
2010-04-12,1.0,0,14665
2010-04-12,1.0,1,14978
2010-04-12,2.0,0,22606
2010-04-12,2.0,1,22337
2010-04-12,4.0,0,14614
2010-04-12,4.0,1,13518
2010-04-12,8.0,0,5246
2010-04-12,8.0,1,4749
2010-04-12,16.0,0,3823
2010-04-12,16.0,1,3646
2010-04-12,32.0,0,988
2010-04-12,32.0,1,1404
2010-04-13,0.0,0,178
2010-04-13,0.0,1,301
2010-04-13,0.25,0,569
2010-04-13,0.25,1,658
2010-04-13,0.5,0,4387
2010-04-13,0.5,1,4573
2010-04-13,1.0,0,17738
2010-04-13,1.0,1,17731
2010-04-13,2.0,0,26919
2010-04-13,2.0,1,25843
2010-04-13,4.0,0,16608
2010-04-13,4.0,1,15227
2010-04-13,8.0,0,5910
2010-04-13,8.0,1,5313
2010-04-13,16.0,0,3302
2010-04-13,16.0,1,3427
2010-04-13,32.0,0,739
2010-04-13,32.0,1,1279
2010-04-14,0.0,0,229
2010-04-14,0.0,1,317
2010-04-14,0.25,0,533
2010-04-14,0.25,1,742
2010-04-14,0.5,0,3981
2010-04-14,0.5,1,4302
2010-04-14,1.0,0,17127
2010-04-14,1.0,1,17322
2010-04-14,2.0,0,26811
2010-04-14,2.0,1,25938
2010-04-14,4.0,0,16820
2010-04-14,4.0,1,15090
2010-04-14,8.0,0,6104
2010-04-14,8.0,1,5430
2010-04-14,16.0,0,3278
2010-04-14,16.0,1,3800
2010-04-14,32.0,0,757
2010-04-14,32.0,1,1453
2010-04-15,0.0,0,222
2010-04-15,0.0,1,286
2010-04-15,0.25,0,597
2010-04-15,0.25,1,760
2010-04-15,0.5,0,4124
2010-04-15,0.5,1,4529
2010-04-15,1.0,0,16958
2010-04-15,1.0,1,17423
2010-04-15,2.0,0,26825
2010-04-15,2.0,1,26610
2010-04-15,4.0,0,17177
2010-04-15,4.0,1,15723
2010-04-15,8.0,0,6191
2010-04-15,8.0,1,5620
2010-04-15,16.0,0,3674
2010-04-15,16.0,1,4259
2010-04-15,32.0,0,855
2010-04-15,32.0,1,1465
2010-04-16,0.0,0,250
2010-04-16,0.0,1,304
2010-04-16,0.25,0,676
2010-04-16,0.25,1,705
2010-04-16,0.5,0,4413
2010-04-16,0.5,1,4713
2010-04-16,1.0,0,17788
2010-04-16,1.0,1,18300
2010-04-16,2.0,0,27612
2010-04-16,2.0,1,27747
2010-04-16,4.0,0,17360
2010-04-16,4.0,1,16700
2010-04-16,8.0,0,6303
2010-04-16,8.0,1,5670
2010-04-16,16.0,0,3451
2010-04-16,16.0,1,4161
2010-04-16,32.0,0,812
2010-04-16,32.0,1,1434
2010-04-16,33.0,0,16
2010-04-17,0.0,0,183
2010-04-17,0.0,1,224
2010-04-17,0.25,0,384
2010-04-17,0.25,1,586
2010-04-17,0.5,0,2861
2010-04-17,0.5,1,3792
2010-04-17,1.0,0,12491
2010-04-17,1.0,1,16336
2010-04-17,2.0,0,21673
2010-04-17,2.0,1,28096
2010-04-17,4.0,0,16341
2010-04-17,4.0,1,20699
2010-04-17,8.0,0,5558
2010-04-17,8.0,1,6560
2010-04-17,16.0,0,2266
2010-04-17,16.0,1,2291
2010-04-17,32.0,0,640
2010-04-17,32.0,1,851
2010-04-18,0.0,0,222
2010-04-18,0.0,1,330
2010-04-18,0.25,0,355
2010-04-18,0.25,1,611
2010-04-18,0.5,0,2293
2010-04-18,0.5,1,3210
2010-04-18,1.0,0,10220
2010-04-18,1.0,1,13666
2010-04-18,2.0,0,17802
2010-04-18,2.0,1,24354
2010-04-18,4.0,0,14146
2010-04-18,4.0,1,18524
2010-04-18,8.0,0,5368
2010-04-18,8.0,1,6497
2010-04-18,16.0,0,2839
2010-04-18,16.0,1,3757
2010-04-18,32.0,0,795
2010-04-18,32.0,1,1294
2010-04-19,0.0,0,293
2010-04-19,0.0,1,271
2010-04-19,0.25,0,595
2010-04-19,0.25,1,596
2010-04-19,0.5,0,3679
2010-04-19,0.5,1,4219
2010-04-19,1.0,0,15184
2010-04-19,1.0,1,15902
2010-04-19,2.0,0,23782
2010-04-19,2.0,1,23748
2010-04-19,4.0,0,14973
2010-04-19,4.0,1,14189
2010-04-19,8.0,0,5431
2010-04-19,8.0,1,4990
2010-04-19,16.0,0,3945
2010-04-19,16.0,1,3759
2010-04-19,32.0,0,993
2010-04-19,32.0,1,1239
2010-04-19,33.0,1,9
2010-04-20,0.0,0,213
2010-04-20,0.0,1,249
2010-04-20,0.25,0,594
2010-04-20,0.25,1,627
2010-04-20,0.5,0,4127
2010-04-20,0.5,1,4324
2010-04-20,1.0,0,17231
2010-04-20,1.0,1,16937
2010-04-20,2.0,0,26670
2010-04-20,2.0,1,25627
2010-04-20,4.0,0,16599
2010-04-20,4.0,1,15183
2010-04-20,8.0,0,5822
2010-04-20,8.0,1,5395
2010-04-20,16.0,0,3521
2010-04-20,16.0,1,3473
2010-04-20,32.0,0,715
2010-04-20,32.0,1,1158
2010-04-21,0.0,0,254
2010-04-21,0.0,1,291
2010-04-21,0.25,0,616
2010-04-21,0.25,1,713
2010-04-21,0.5,0,4142
2010-04-21,0.5,1,4502
2010-04-21,1.0,0,17266
2010-04-21,1.0,1,17634
2010-04-21,2.0,0,27414
2010-04-21,2.0,1,26477
2010-04-21,4.0,0,17220
2010-04-21,4.0,1,15259
2010-04-21,8.0,0,6006
2010-04-21,8.0,1,5210
2010-04-21,16.0,0,3387
2010-04-21,16.0,1,3917
2010-04-21,32.0,0,775
2010-04-21,32.0,1,1420
2010-04-21,33.0,1,14
2010-04-22,0.0,0,230
2010-04-22,0.0,1,275
2010-04-22,0.25,0,604
2010-04-22,0.25,1,760
2010-04-22,0.5,0,4176
2010-04-22,0.5,1,4790
2010-04-22,1.0,0,16798
2010-04-22,1.0,1,17783
2010-04-22,2.0,0,26940
2010-04-22,2.0,1,26431
2010-04-22,4.0,0,16444
2010-04-22,4.0,1,15605
2010-04-22,8.0,0,5768
2010-04-22,8.0,1,5191
2010-04-22,16.0,0,3466
2010-04-22,16.0,1,4510
2010-04-22,32.0,0,870
2010-04-22,32.0,1,1667
2010-04-23,0.0,0,176
2010-04-23,0.0,1,271
2010-04-23,0.25,0,646
2010-04-23,0.25,1,719
2010-04-23,0.5,0,4043
2010-04-23,0.5,1,4307
2010-04-23,1.0,0,16870
2010-04-23,1.0,1,17140
2010-04-23,2.0,0,26090
2010-04-23,2.0,1,26578
2010-04-23,4.0,0,17197
2010-04-23,4.0,1,15913
2010-04-23,8.0,0,6119
2010-04-23,8.0,1,5486
2010-04-23,16.0,0,3650
2010-04-23,16.0,1,4228
2010-04-23,32.0,0,856
2010-04-23,32.0,1,1515
2010-04-24,0.0,0,217
2010-04-24,0.0,1,221
2010-04-24,0.25,0,442
2010-04-24,0.25,1,685
2010-04-24,0.5,0,2812
2010-04-24,0.5,1,3597
2010-04-24,1.0,0,11702
2010-04-24,1.0,1,14210
2010-04-24,2.0,0,20803
2010-04-24,2.0,1,25166
2010-04-24,4.0,0,16558
2010-04-24,4.0,1,19470
2010-04-24,8.0,0,5837
2010-04-24,8.0,1,6609
2010-04-24,16.0,0,2372
2010-04-24,16.0,1,2293
2010-04-24,32.0,0,683
2010-04-24,32.0,1,1239
2010-04-25,0.0,0,233
2010-04-25,0.0,1,289
2010-04-25,0.25,0,464
2010-04-25,0.25,1,621
2010-04-25,0.5,0,3293
2010-04-25,0.5,1,3775
2010-04-25,1.0,0,12949
2010-04-25,1.0,1,16913
2010-04-25,2.0,0,20665
2010-04-25,2.0,1,27436
2010-04-25,4.0,0,15593
2010-04-25,4.0,1,19901
2010-04-25,8.0,0,5422
2010-04-25,8.0,1,6321
2010-04-25,16.0,0,2944
2010-04-25,16.0,1,3823
2010-04-25,32.0,0,747
2010-04-25,32.0,1,1572
2010-04-25,33.0,0,4
2010-04-26,0.0,0,247
2010-04-26,0.0,1,249
2010-04-26,0.25,0,604
2010-04-26,0.25,1,711
2010-04-26,0.5,0,4242
2010-04-26,0.5,1,4921
2010-04-26,1.0,0,17066
2010-04-26,1.0,1,18554
2010-04-26,2.0,0,25787
2010-04-26,2.0,1,26024
2010-04-26,4.0,0,16204
2010-04-26,4.0,1,14899
2010-04-26,8.0,0,5410
2010-04-26,8.0,1,5111
2010-04-26,16.0,0,3626
2010-04-26,16.0,1,3508
2010-04-26,32.0,0,858
2010-04-26,32.0,1,1348
2010-04-27,0.0,0,193
2010-04-27,0.0,1,218
2010-04-27,0.25,0,597
2010-04-27,0.25,1,752
2010-04-27,0.5,0,4101
2010-04-27,0.5,1,4765
2010-04-27,1.0,0,17290
2010-04-27,1.0,1,18116
2010-04-27,2.0,0,26603
2010-04-27,2.0,1,26449
2010-04-27,4.0,0,16571
2010-04-27,4.0,1,15320
2010-04-27,8.0,0,5864
2010-04-27,8.0,1,5201
2010-04-27,16.0,0,3333
2010-04-27,16.0,1,3387
2010-04-27,32.0,0,713
2010-04-27,32.0,1,1223
2010-04-28,0.0,0,188
2010-04-28,0.0,1,244
2010-04-28,0.25,0,579
2010-04-28,0.25,1,776
2010-04-28,0.5,0,4567
2010-04-28,0.5,1,5086
2010-04-28,1.0,0,18564
2010-04-28,1.0,1,19130
2010-04-28,2.0,0,28333
2010-04-28,2.0,1,27972
2010-04-28,4.0,0,17296
2010-04-28,4.0,1,15661
2010-04-28,8.0,0,6070
2010-04-28,8.0,1,5359
2010-04-28,16.0,0,3447
2010-04-28,16.0,1,3776
2010-04-28,32.0,0,668
2010-04-28,32.0,1,1443
2010-04-28,33.0,1,11
2010-04-29,0.0,0,246
2010-04-29,0.0,1,304
2010-04-29,0.25,0,614
2010-04-29,0.25,1,773
2010-04-29,0.5,0,4246
2010-04-29,0.5,1,4621
2010-04-29,1.0,0,17608
2010-04-29,1.0,1,17567
2010-04-29,2.0,0,27090
2010-04-29,2.0,1,26695
2010-04-29,4.0,0,17045
2010-04-29,4.0,1,15593
2010-04-29,8.0,0,6208
2010-04-29,8.0,1,5583
2010-04-29,16.0,0,3651
2010-04-29,16.0,1,4387
2010-04-29,32.0,0,795
2010-04-29,32.0,1,1508
2010-04-30,0.0,0,223
2010-04-30,0.0,1,278
2010-04-30,0.25,0,632
2010-04-30,0.25,1,765
2010-04-30,0.5,0,3986
2010-04-30,0.5,1,4437
2010-04-30,1.0,0,16526
2010-04-30,1.0,1,17340
2010-04-30,2.0,0,26512
2010-04-30,2.0,1,26475
2010-04-30,4.0,0,17414
2010-04-30,4.0,1,16458
2010-04-30,8.0,0,6392
2010-04-30,8.0,1,5711
2010-04-30,16.0,0,3678
2010-04-30,16.0,1,4374
2010-04-30,32.0,0,923
2010-04-30,32.0,1,1563
2010-04-30,33.0,0,10
2010-04-30,33.0,1,17
2010-04-08,33.0,0,8
2010-04-10,33.0,1,9
2010-04-13,33.0,0,7
2010-04-20,33.0,0,5
2010-04-20,33.0,1,12
2010-04-21,33.0,0,9
2010-04-22,33.0,0,10
2010-04-23,33.0,0,5
2010-04-27,33.0,0,11
2010-04-01,33.0,0,5
2010-04-04,33.0,1,7
2010-04-09,33.0,1,13
2010-04-15,33.0,0,11
2010-04-15,33.0,1,10
2010-04-25,33.0,1,7
2010-04-26,33.0,1,13
2010-04-12,33.0,1,11
2010-04-18,33.0,0,5
2010-04-03,33.0,1,6
2010-04-14,33.0,1,15
2010-04-17,33.0,0,8
2010-04-27,33.0,1,11
2010-04-01,33.0,1,16
2010-04-06,33.0,1,8
2010-04-11,33.0,1,12
2010-04-14,33.0,0,8
2010-04-22,33.0,1,11
2010-04-28,33.0,0,13
2010-04-02,33.0,0,5
2010-04-06,33.0,0,6
2010-04-08,33.0,1,8
2010-04-16,33.0,1,6
2010-04-07,33.0,0,6
2010-04-23,33.0,1,9
2010-04-29,33.0,1,9
2010-04-03,33.0,0,3
2010-04-12,33.0,0,4
2010-04-29,33.0,0,9
2010-04-10,33.0,0,5
2010-04-13,33.0,1,11
2010-04-26,33.0,0,8
2010-04-19,33.0,0,11
2010-04-24,33.0,1,3
2010-04-17,33.0,1,6
2010-04-18,33.0,1,4
2010-04-11,33.0,0,6
2010-04-24,33.0,0,4
2010-05-01,0.0,0,224
2010-05-01,0.0,1,221
2010-05-01,0.25,0,533
2010-05-01,0.25,1,760
2010-05-01,0.5,0,3032
2010-05-01,0.5,1,3679
2010-05-01,1.0,0,12459
2010-05-01,1.0,1,15448
2010-05-01,2.0,0,21640
2010-05-01,2.0,1,26717
2010-05-01,4.0,0,17227
2010-05-01,4.0,1,20693
2010-05-01,8.0,0,6167
2010-05-01,8.0,1,7277
2010-05-01,16.0,0,2483
2010-05-01,16.0,1,2610
2010-05-01,32.0,0,708
2010-05-01,32.0,1,1213
2010-05-02,0.0,0,236
2010-05-02,0.0,1,293
2010-05-02,0.25,0,487
2010-05-02,0.25,1,639
2010-05-02,0.5,0,2607
2010-05-02,0.5,1,3259
2010-05-02,1.0,0,10382
2010-05-02,1.0,1,14582
2010-05-02,2.0,0,17292
2010-05-02,2.0,1,25263
2010-05-02,4.0,0,13405
2010-05-02,4.0,1,18813
2010-05-02,8.0,0,5345
2010-05-02,8.0,1,6414
2010-05-02,16.0,0,3173
2010-05-02,16.0,1,4022
2010-05-02,32.0,0,903
2010-05-02,32.0,1,1692
2010-05-02,33.0,0,6
2010-05-02,33.0,1,16
2010-05-03,0.0,0,236
2010-05-03,0.0,1,271
2010-05-03,0.25,0,626
2010-05-03,0.25,1,603
2010-05-03,0.5,0,4112
2010-05-03,0.5,1,4212
2010-05-03,1.0,0,17229
2010-05-03,1.0,1,16415
2010-05-03,2.0,0,25882
2010-05-03,2.0,1,24812
2010-05-03,4.0,0,16139
2010-05-03,4.0,1,14769
2010-05-03,8.0,0,5520
2010-05-03,8.0,1,5001
2010-05-03,16.0,0,3929
2010-05-03,16.0,1,3856
2010-05-03,32.0,0,914
2010-05-03,32.0,1,1644
2010-05-04,0.0,0,256
2010-05-04,0.0,1,273
2010-05-04,0.25,0,661
2010-05-04,0.25,1,832
2010-05-04,0.5,0,4223
2010-05-04,0.5,1,4635
2010-05-04,1.0,0,17152
2010-05-04,1.0,1,17892
2010-05-04,2.0,0,27113
2010-05-04,2.0,1,26778
2010-05-04,4.0,0,17048
2010-05-04,4.0,1,15501
2010-05-04,8.0,0,5935
2010-05-04,8.0,1,5394
2010-05-04,16.0,0,3342
2010-05-04,16.0,1,3579
2010-05-04,32.0,0,727
2010-05-04,32.0,1,1415
2010-05-05,0.0,0,240
2010-05-05,0.0,1,252
2010-05-05,0.25,0,690
2010-05-05,0.25,1,781
2010-05-05,0.5,0,4292
2010-05-05,0.5,1,4768
2010-05-05,1.0,0,17176
2010-05-05,1.0,1,17849
2010-05-05,2.0,0,27279
2010-05-05,2.0,1,26509
2010-05-05,4.0,0,17044
2010-05-05,4.0,1,15534
2010-05-05,8.0,0,5837
2010-05-05,8.0,1,5466
2010-05-05,16.0,0,3421
2010-05-05,16.0,1,3932
2010-05-05,32.0,0,743
2010-05-05,32.0,1,1553
2010-05-05,33.0,0,9
2010-05-05,33.0,1,13
2010-05-06,0.0,0,226
2010-05-06,0.0,1,348
2010-05-06,0.25,0,706
2010-05-06,0.25,1,794
2010-05-06,0.5,0,4464
2010-05-06,0.5,1,4741
2010-05-06,1.0,0,17857
2010-05-06,1.0,1,18361
2010-05-06,2.0,0,28329
2010-05-06,2.0,1,29228
2010-05-06,4.0,0,17343
2010-05-06,4.0,1,17673
2010-05-06,8.0,0,6290
2010-05-06,8.0,1,6928
2010-05-06,16.0,0,3616
2010-05-06,16.0,1,4683
2010-05-06,32.0,0,792
2010-05-06,32.0,1,1512
2010-05-06,33.0,0,7
2010-05-07,0.0,0,238
2010-05-07,0.0,1,273
2010-05-07,0.25,0,696
2010-05-07,0.25,1,799
2010-05-07,0.5,0,3999
2010-05-07,0.5,1,4396
2010-05-07,1.0,0,16468
2010-05-07,1.0,1,16377
2010-05-07,2.0,0,26504
2010-05-07,2.0,1,25708
2010-05-07,4.0,0,17262
2010-05-07,4.0,1,15902
2010-05-07,8.0,0,6120
2010-05-07,8.0,1,5486
2010-05-07,16.0,0,3611
2010-05-07,16.0,1,4609
2010-05-07,32.0,0,746
2010-05-07,32.0,1,1615
2010-05-07,33.0,1,9
2010-05-08,0.0,0,221
2010-05-08,0.0,1,253
2010-05-08,0.25,0,497
2010-05-08,0.25,1,609
2010-05-08,0.5,0,3420
2010-05-08,0.5,1,3415
2010-05-08,1.0,0,13361
2010-05-08,1.0,1,14927
2010-05-08,2.0,0,22453
2010-05-08,2.0,1,26230
2010-05-08,4.0,0,16878
2010-05-08,4.0,1,19454
2010-05-08,8.0,0,5453
2010-05-08,8.0,1,6326
2010-05-08,16.0,0,2416
2010-05-08,16.0,1,2500
2010-05-08,32.0,0,661
2010-05-08,32.0,1,1053
2010-05-08,33.0,0,3
2010-05-09,0.0,0,201
2010-05-09,0.0,1,296
2010-05-09,0.25,0,429
2010-05-09,0.25,1,621
2010-05-09,0.5,0,2722
2010-05-09,0.5,1,3681
2010-05-09,1.0,0,11459
2010-05-09,1.0,1,15027
2010-05-09,2.0,0,19505
2010-05-09,2.0,1,26082
2010-05-09,4.0,0,15181
2010-05-09,4.0,1,19479
2010-05-09,8.0,0,5386
2010-05-09,8.0,1,6202
2010-05-09,16.0,0,3122
2010-05-09,16.0,1,4002
2010-05-09,32.0,0,711
2010-05-09,32.0,1,1438
2010-05-09,33.0,0,9
2010-05-09,33.0,1,13
2010-05-10,0.0,0,261
2010-05-10,0.0,1,277
2010-05-10,0.25,0,581
2010-05-10,0.25,1,637
2010-05-10,0.5,0,3810
2010-05-10,0.5,1,4099
2010-05-10,1.0,0,15760
2010-05-10,1.0,1,15972
2010-05-10,2.0,0,24210
2010-05-10,2.0,1,24130
2010-05-10,4.0,0,15447
2010-05-10,4.0,1,14944
2010-05-10,8.0,0,5507
2010-05-10,8.0,1,5092
2010-05-10,16.0,0,4199
2010-05-10,16.0,1,3998
2010-05-10,32.0,0,902
2010-05-10,32.0,1,1505
2010-05-10,33.0,0,9
2010-05-11,0.0,0,206
2010-05-11,0.0,1,263
2010-05-11,0.25,0,608
2010-05-11,0.25,1,762
2010-05-11,0.5,0,4252
2010-05-11,0.5,1,4683
2010-05-11,1.0,0,17510
2010-05-11,1.0,1,17871
2010-05-11,2.0,0,26804
2010-05-11,2.0,1,27152
2010-05-11,4.0,0,17093
2010-05-11,4.0,1,16001
2010-05-11,8.0,0,5968
2010-05-11,8.0,1,5458
2010-05-11,16.0,0,3428
2010-05-11,16.0,1,3721
2010-05-11,32.0,0,690
2010-05-11,32.0,1,1140
2010-05-12,0.0,0,208
2010-05-12,0.0,1,279
2010-05-12,0.25,0,762
2010-05-12,0.25,1,813
2010-05-12,0.5,0,5547
2010-05-12,0.5,1,5196
2010-05-12,1.0,0,21168
2010-05-12,1.0,1,19773
2010-05-12,2.0,0,29209
2010-05-12,2.0,1,27874
2010-05-12,4.0,0,17657
2010-05-12,4.0,1,16328
2010-05-12,8.0,0,6032
2010-05-12,8.0,1,5357
2010-05-12,16.0,0,3572
2010-05-12,16.0,1,4041
2010-05-12,32.0,0,804
2010-05-12,32.0,1,1582
2010-05-13,0.0,0,243
2010-05-13,0.0,1,305
2010-05-13,0.25,0,624
2010-05-13,0.25,1,801
2010-05-13,0.5,0,4189
2010-05-13,0.5,1,4387
2010-05-13,1.0,0,17330
2010-05-13,1.0,1,17652
2010-05-13,2.0,0,27461
2010-05-13,2.0,1,27127
2010-05-13,4.0,0,17718
2010-05-13,4.0,1,16671
2010-05-13,8.0,0,6537
2010-05-13,8.0,1,5704
2010-05-13,16.0,0,3578
2010-05-13,16.0,1,4767
2010-05-13,32.0,0,859
2010-05-13,32.0,1,1766
2010-05-14,0.0,0,262
2010-05-14,0.0,1,290
2010-05-14,0.25,0,662
2010-05-14,0.25,1,731
2010-05-14,0.5,0,4339
2010-05-14,0.5,1,4355
2010-05-14,1.0,0,17800
2010-05-14,1.0,1,17387
2010-05-14,2.0,0,28019
2010-05-14,2.0,1,27153
2010-05-14,4.0,0,18429
2010-05-14,4.0,1,17075
2010-05-14,8.0,0,6493
2010-05-14,8.0,1,5732
2010-05-14,16.0,0,3763
2010-05-14,16.0,1,4654
2010-05-14,32.0,0,883
2010-05-14,32.0,1,1673
2010-05-14,33.0,1,15
2010-05-15,0.0,0,227
2010-05-15,0.0,1,305
2010-05-15,0.25,0,484
2010-05-15,0.25,1,764
2010-05-15,0.5,0,2841
2010-05-15,0.5,1,3513
2010-05-15,1.0,0,12059
